Z-rad, 1.45553e+00, 1.40277e+00, 0
Z-rad, 1.45556e+00, 1.40302e+00, 0
Z-rad, 1.45544e+00, 1.40316e+00, 0
Z-rad, 1.45550e+00, 1.40331e+00, 0
Z-rad, 1.45547e+00, 1.40338e+00, 0
Z-rad, 1.45567e+00, 1.40384e+00, 0
Z-rad, 1.45754e+00, 1.39390e+00, 0
Z-rad, 1.45914e+00, 1.38845e+00, 0
Z-rad, 1.45873e+00, 1.38880e+00, 0
Z-rad, 1.45732e+00, 1.40044e+00, 0
Z-rad, 1.49077e+00, 1.25933e+00, 0
Z-rad, 1.46133e+00, 1.36288e+00, 0
Z-rad, 1.46887e+00, 1.29802e+00, 0
Z-rad, 1.45364e+00, 1.42076e+00, 0
Z-rad, 1.45928e+00, 1.40419e+00, 0
Z-rad, 1.46702e+00, 1.30853e+00, 0
Z-rad, 1.47160e+00, 1.36095e+00, 0
Z-rad, 1.47963e+00, 1.26916e+00, 0
Z-rad, 1.64643e+00, 1.11819e+00, 0
Z-rad, 1.65266e+00, 1.08203e+00, 0
Z-rad, 1.51638e+00, 1.27935e+00, 0
Z-rad, 1.77582e+00, 9.80013e-01, 0
Z-rad, 1.54647e+00, 1.20992e+00, 0
Z-rad, 1.68626e+00, 9.77998e-01, 0
Z-rad, 1.84982e+00, 8.62314e-01, 0
Z-rad, 2.32578e+00, 6.90462e-01, 0
Z-rad, 1.76190e+00, 8.65249e-01, 0
Z-rad, 2.33328e+00, 5.70521e-01, 0
Z-rad, 3.37606e+00, 5.31152e-01, 0
Z-rad, 6.12340e+00, 4.36917e-01, 0
Z-rad, 3.53514e+00, 5.35394e-01, 0
Z-rad, 2.35980e+00, 6.54534e-01, 0
Z-rad, 2.60818e+00, 6.40984e-01, 0
Z-rad, 3.17909e+00, 5.33680e-01, 0
Z-rad, 7.02231e+00, 2.68187e-01, 0
Z-rad, 6.23803e+00, 3.45453e-01, 0
Z-rad, 4.65245e+00, 3.80873e-01, 0
Z-rad, 4.80397e+00, 3.17525e-01, 0
Z-rad, 6.27245e+00, 2.70193e-01, 0
Z-rad, 7.67266e+00, 2.00969e-01, 0
Z-rad, 5.91184e+00, 2.62889e-01, 0
Z-rad, 6.56009e+00, 2.55287e-01, 0
Z-rad, 6.98019e+00, 2.18277e-01, 0
Z-rad, 5.03888e+00, 2.13645e-01, 0
Z-rad, 7.14970e+00, 2.51433e-01, 0
Z-rad, 9.96235e+00, 1.79458e-01, 0
Z-rad, 7.98603e+00, 2.19842e-01, 0
Z-rad, 7.57143e+00, 8.99071e-02, 0
Z-rad, 6.56143e+00, 1.91119e-01, 0
Z-rad, 6.27495e+00, 9.20142e-02, 0
Z-rad, 6.33151e+00, 1.12235e-01, 0
Z-rad, 6.13744e+00, 1.78762e-01, 0
Z-rad, 6.89829e+00, 8.67869e-02, 0
Z-rad, 7.87413e+00, 1.58256e-01, 0
Z-rad, 6.86093e+00, 2.40003e-01, 0
Z-rad, 5.92273e+00, 2.63800e-01, 0
Z-rad, 6.42181e+00, 1.09769e-01, 0
Z-rad, 7.33348e+00, 2.41880e-01, 0
Z-rad, 5.15483e+00, 2.61232e-01, 0
Z-rad, 7.33000e+00, 1.43647e-01, 0
Z-rad, 6.48949e+00, 1.94849e-01, 0
Z-rad, 7.81933e+00, 1.36998e-01, 0
Z-rad, 8.86533e+00, 1.25430e-01, 0
Z-rad, 1.51768e+01,-2.29746e-02, 0
Z-rad, 1.32903e+01, 3.22675e-02, 0
Z-rad, 1.13677e+01, 1.66647e-01, 0
Z-rad, 1.41309e+01, 1.17952e-01, 0
Z-rad, 1.48893e+01, 1.90065e-02, 0
Z-rad, 1.43121e+01, 1.90558e-02, 0
Z-rad, 1.26273e+01, 9.84027e-02, 0
Z-rad, 1.33507e+01, 4.79269e-02, 0
Z-rad, 1.55271e+01, 9.86439e-02, 0
Z-rad, 1.56592e+01, 2.53103e-02, 0
Z-rad, 1.65868e+01,-4.90603e-02, 0
Z-rad, 1.79303e+01, 8.34338e-02, 0
Z-rad, 1.68022e+01,-3.18522e-02, 0
Z-rad, 1.75030e+01, 1.03405e-02, 0
Z-rad, 1.71427e+01, 1.83759e-02, 0
Z-rad, 1.70673e+01,-3.34675e-02, 0
Z-rad, 1.73491e+01, 2.25515e-02, 0
Z-rad, 1.66155e+01, 5.23036e-02, 0
Z-rad, 1.72849e+01, 4.76875e-02, 0
Z-rad, 1.65965e+01, 6.29666e-02, 0
Z-rad, 1.72837e+01, 1.40067e-02, 0
Z-rad, 1.69572e+01, 2.69529e-02, 0
Z-rad, 1.63766e+01, 4.80181e-02, 0
Z-rad, 1.46958e+01, 3.90833e-02, 0
Z-rad, 1.77429e+01, 5.20561e-03, 0
Z-rad, 2.25855e+01, 2.28811e-02, 0
Z-rad, 1.83796e+01, 5.90029e-02, 0
Z-rad, 2.00604e+01,-1.37515e-02, 0
Z-rad, 1.90348e+01, 6.86954e-02, 0
Z-rad, 2.09453e+01, 3.05286e-02, 0
Z-rad, 1.86825e+01, 5.77398e-02, 0
Z-rad, 1.80081e+01, 6.25700e-02, 0
Z-rad, 1.65436e+01, 5.05490e-02, 0
Z-rad, 1.62666e+01, 5.78514e-03, 0
Z-rad, 1.56048e+01, 4.98460e-02, 0
Z-rad, 1.77281e+01, 4.42283e-02, 0
Z-rad, 1.75738e+01,-3.93821e-02, 0
Z-rad, 1.76438e+01, 2.41160e-02, 0
Z-rad, 1.67597e+01, 5.80725e-02, 0
Z-rad, 1.74796e+01, 7.03130e-02, 0
Z-rad, 1.84749e+01, 8.12891e-02, 0
Z-rad, 1.74378e+01, 1.54013e-03, 0
Z-rad, 1.71341e+01, 6.99676e-03, 0
Z-rad, 1.76759e+01, 5.35434e-02, 0
Z-rad, 1.67862e+01,-1.43983e-02, 0
Z-rad, 1.82635e+01, 5.72196e-02, 0
Z-rad, 1.73662e+01, 9.00633e-03, 0
Z-rad, 1.79230e+01, 4.02600e-02, 0
Z-rad, 1.74259e+01, 2.21078e-02, 0
Z-rad, 1.75325e+01, 3.25861e-02, 0
Z-rad, 1.70132e+01, 5.66777e-02, 0
Z-rad, 1.67822e+01, 2.10797e-02, 0
Z-rad, 1.72735e+01, 3.75980e-02, 0
Z-rad, 1.83548e+01, 5.06888e-02, 0
Z-rad, 1.81093e+01, 1.72481e-02, 0
Z-rad, 1.83618e+01,-4.00126e-03, 0
Z-rad, 1.94120e+01, 3.49133e-02, 0
Z-rad, 1.87489e+01, 2.57583e-02, 0
Z-rad, 1.85253e+01,-3.37382e-03, 0
Z-rad, 1.90540e+01, 1.97648e-02, 0
Z-rad, 1.86758e+01, 8.77993e-04, 0
Z-rad, 1.93827e+01, 1.41867e-02, 0
Z-rad, 1.96126e+01,-9.00485e-05, 0
Z-rad, 1.91650e+01, 2.56617e-02, 0
Z-rad, 1.98203e+01, 1.61015e-02, 0
Z-rad, 2.00125e+01, 8.54260e-03, 0
Z-rad, 1.97802e+01,-2.91795e-03, 0
Z-rad, 1.93968e+01, 8.05618e-03, 0
Z-rad, 2.01474e+01,-2.93945e-03, 0
Z-rad, 2.07826e+01, 1.17299e-02, 0
Z-rad, 2.05251e+01, 7.06261e-03, 0
Z-rad, 2.08370e+01, 3.62575e-03, 0
Z-rad, 2.13921e+01, 6.68611e-03, 0
Z-rad, 2.23453e+01,-6.42954e-03, 0
Z-rad, 2.12935e+01, 5.63462e-03, 0
Z-rad, 2.14391e+01, 4.24542e-03, 0
Z-rad, 2.16355e+01,-4.13725e-03, 0
Z-rad, 2.21710e+01, 9.96373e-03, 0
Z-rad, 2.19483e+01, 1.58871e-03, 0
Z-rad, 2.21698e+01, 7.41920e-04, 0
Z-rad, 2.17714e+01, 1.11688e-03, 0
Z-rad, 2.22845e+01, 2.66116e-03, 0
Z-rad, 2.26012e+01, 8.00242e-03, 0
Z-rad, 2.23264e+01, 1.28436e-02, 0
Z-rad, 2.24784e+01,-1.05116e-02, 0
Z-rad, 2.29361e+01,-8.16442e-03, 0
Z-rad, 2.30602e+01, 5.71781e-03, 0
Z-rad, 2.32375e+01,-1.25987e-02, 0
Z-rad, 2.31586e+01,-1.55108e-02, 0
Z-rad, 2.40624e+01,-1.84760e-02, 0
Z-rad, 2.38728e+01,-8.50515e-03, 0
Z-rad, 2.38433e+01, 3.89750e-03, 0
Z-rad, 2.38830e+01,-1.13390e-02, 0
Z-rad, 2.42746e+01,-1.86942e-02, 0
Z-rad, 2.41471e+01, 1.89382e-03, 0
Z-rad, 2.39852e+01,-1.89045e-02, 0
Z-rad, 2.43398e+01,-2.00425e-02, 0
Z-rad, 2.46727e+01,-1.43426e-02, 0
Z-rad, 2.45294e+01,-1.75871e-03, 0
Z-rad, 2.53859e+01,-1.07000e-02, 0
Z-rad, 2.64309e+01,-2.53530e-02, 0
Z-rad, 2.70782e+01,-3.55752e-03, 0
Z-rad, 2.75934e+01,-1.78325e-02, 0
Z-rad, 2.75951e+01,-2.39825e-02, 0
Z-rad, 2.68266e+01,-2.39760e-02, 0
Z-rad, 2.74593e+01,-2.21616e-02, 0
Z-rad, 2.73574e+01,-6.67428e-03, 0
Z-rad, 2.84092e+01,-1.71335e-02, 0
Z-rad, 2.85886e+01, 1.29391e-03, 0
Z-rad, 2.78444e+01,-3.72296e-02, 0
Z-rad, 2.82100e+01,-2.39028e-02, 0
Z-rad, 2.80547e+01,-3.04188e-02, 0
Z-rad, 2.91730e+01,-3.55926e-02, 0
Z-rad, 2.90240e+01,-1.02741e-02, 0
Z-rad, 2.93967e+01,-2.12481e-02, 0
