Z-rad, 2.88265e+01,-3.54696e-02, 0
Z-rad, 2.98275e+01,-3.26351e-02, 0
Z-rad, 2.94266e+01,-2.65888e-02, 0
Z-rad, 2.91530e+01,-1.80907e-02, 0
Z-rad, 3.02044e+01,-2.08856e-02, 0
Z-rad, 3.07398e+01,-2.86148e-02, 0
Z-rad, 2.98055e+01,-3.75574e-02, 0
Z-rad, 3.03254e+01,-8.98583e-03, 0
Z-rad, 3.10166e+01,-2.20519e-02, 0
Z-rad, 3.06417e+01,-2.02163e-02, 0
Z-rad, 3.13736e+01,-1.56640e-02, 0
Z-rad, 3.11295e+01,-3.60632e-02, 0
Z-rad, 3.16344e+01,-1.95781e-02, 0
Z-rad, 3.15547e+01,-2.69194e-02, 0
Z-rad, 3.27759e+01,-2.97375e-02, 0
Z-rad, 3.25601e+01,-1.31775e-02, 0
Z-rad, 3.35235e+01,-1.52396e-03, 0
Z-rad, 3.31112e+01,-1.50064e-02, 0
Z-rad, 3.31693e+01,-3.35071e-02, 0
Z-rad, 3.34945e+01,-3.18341e-02, 0
Z-rad, 3.25258e+01,-6.87320e-02, 0
Z-rad, 3.44636e+01,-5.66945e-03, 0
Z-rad, 3.43091e+01,-2.86775e-02, 0
Z-rad, 3.49310e+01,-7.19010e-02, 0
Z-rad, 3.60432e+01,-1.66689e-02, 0
Z-rad, 3.55172e+01,-6.42295e-02, 0
Z-rad, 3.68102e+01,-1.25950e-02, 0
Z-rad, 3.65793e+01,-7.60165e-02, 0
Z-rad, 3.74323e+01,-5.79672e-03, 0
Z-rad, 3.64075e+01,-8.37350e-02, 0
Z-rad, 3.72415e+01,-8.92812e-04, 0
Z-rad, 3.69483e+01,-4.58246e-02, 0
Z-rad, 3.71237e+01,-7.36953e-02, 0
Z-rad, 3.83840e+01,-3.42026e-02, 0
Z-rad, 3.74427e+01,-4.13493e-02, 0
Z-rad, 3.82017e+01,-3.98327e-02, 0
Z-rad, 3.79399e+01,-3.70609e-02, 0
Z-rad, 3.74201e+01,-4.48883e-02, 0
Z-rad, 3.82898e+01,-6.63459e-02, 0
Z-rad, 3.88111e+01,-4.02681e-02, 0
Z-rad, 3.92926e+01,-5.12340e-02, 0
Z-rad, 3.98940e+01,-3.57896e-02, 0
Z-rad, 3.94776e+01,-3.89874e-02, 0
Z-rad, 3.99958e+01,-5.49703e-02, 0
Z-rad, 4.10916e+01,-3.72246e-02, 0
Z-rad, 4.10616e+01,-4.56152e-02, 0
Z-rad, 4.23616e+01,-5.17704e-02, 0
Z-rad, 4.27840e+01,-5.10975e-02, 0
Z-rad, 4.23949e+01,-3.61927e-02, 0
Z-rad, 4.18795e+01,-4.70922e-02, 0
Z-rad, 4.20113e+01,-5.24446e-02, 0
Z-rad, 4.19829e+01,-4.98070e-02, 0
Z-rad, 4.32399e+01,-4.48374e-02, 0
Z-rad, 4.37819e+01,-5.17310e-02, 0
Z-rad, 4.37446e+01,-5.50675e-02, 0
Z-rad, 4.38991e+01,-4.17163e-02, 0
Z-rad, 4.36481e+01,-6.04196e-02, 0
Z-rad, 4.55085e+01,-4.94583e-02, 0
Z-rad, 4.64889e+01,-3.57411e-02, 0
Z-rad, 4.58563e+01,-5.18448e-02, 0
Z-rad, 4.67430e+01,-6.15552e-02, 0
Z-rad, 4.77642e+01,-8.41678e-02, 0
Z-rad, 4.73005e+01,-7.56260e-02, 0
Z-rad, 4.76546e+01,-9.09135e-02, 0
Z-rad, 4.80603e+01,-9.24559e-02, 0
Z-rad, 4.80465e+01,-1.05355e-01, 0
Z-rad, 4.75235e+01,-9.84336e-02, 0
Z-rad, 4.87107e+01,-8.91621e-02, 0
Z-rad, 5.02480e+01,-2.96591e-02, 0
Z-rad, 5.28902e+01,-1.76531e-02, 0
Z-rad, 5.18397e+01,-4.63935e-02, 0
Z-rad, 5.02812e+01,-1.04771e-01, 0
Z-rad, 5.22280e+01,-4.94315e-02, 0
Z-rad, 5.30861e+01,-2.40933e-02, 0
Z-rad, 5.12091e+01,-1.12092e-01, 0
Z-rad, 5.37223e+01,-3.34723e-02, 0
Z-rad, 5.23535e+01,-8.36649e-02, 0
Z-rad, 5.48749e+01,-1.83142e-02, 0
Z-rad, 5.07836e+01,-9.19529e-02, 0
Z-rad, 5.45708e+01,-2.54102e-02, 0
Z-rad, 5.31975e+01,-9.24907e-02, 0
Z-rad, 5.47361e+01,-6.15266e-02, 0
Z-rad, 5.65510e+01,-3.29352e-02, 0
Z-rad, 5.40672e+01,-9.08520e-02, 0
Z-rad, 5.52886e+01,-9.76446e-02, 0
Z-rad, 5.72757e+01,-5.39858e-02, 0
Z-rad, 5.70053e+01,-4.11154e-02, 0
Z-rad, 5.84825e+01,-2.04039e-02, 0
Z-rad, 5.74587e+01,-6.62926e-02, 0
Z-rad, 5.79275e+01,-6.74028e-02, 0
Z-rad, 5.75576e+01,-6.03378e-02, 0
Z-rad, 5.83040e+01,-3.36232e-02, 0
Z-rad, 5.98892e+01,-3.26280e-02, 0
Z-rad, 5.95793e+01,-3.04866e-02, 0
Z-rad, 5.80178e+01,-5.76563e-02, 0
Z-rad, 5.99853e+01,-7.20972e-02, 0
Z-rad, 5.71724e+01,-8.77100e-02, 0
Z-rad, 5.69261e+01,-8.45322e-02, 0
Z-rad, 5.74150e+01,-7.24589e-02, 0
Z-rad, 5.87631e+01,-5.99553e-02, 0
Z-rad, 5.72189e+01,-5.25349e-02, 0
Z-rad, 5.84883e+01,-5.01696e-02, 0
Z-rad, 5.72826e+01,-7.84741e-02, 0
Z-rad, 5.67872e+01,-8.32458e-02, 0
Z-rad, 5.63000e+01,-8.08564e-02, 0
Z-rad, 5.64075e+01,-8.87557e-02, 0
Z-rad, 5.83954e+01,-4.34979e-02, 0
Z-rad, 3.17673e+01, 6.72638e-04, 0
Z-rad, 7.58502e+00, 2.17970e-01, 0
Z-rad, 1.50703e+00, 1.33278e+00, 0
Z-rad, 1.44471e+00, 1.45720e+00, 0
Z-rad, 1.44614e+00, 1.44270e+00, 0
Z-rad, 1.44700e+00, 1.43758e+00, 0
Z-rad, 1.44717e+00, 1.43794e+00, 0
Z-rad, 1.44704e+00, 1.43842e+00, 0
